ID_REF,CDR017,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR025,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR021,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR029,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR022,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR018,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR026,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR030,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR031,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR023,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR027,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR019,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR020,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR028,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR032,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR024,Detection Pval,BEAD_STDERR,Avg_NBEADS
ILMN_2659306,94.04891,0.2769423,5.9022,45,78.32798,0.4160401,4.288476,36,73.45559,0.6867168,4.072402,32,70.60963,0.537594,4.710456,43,78.4938,0.3997494,4.168561,50,84.50213,0.320802,4.506425,38,61.83579,0.6942356,3.968388,30,80.84544,0.3546366,6.050456,35,76.59186,0.5714286,3.997659,33,93.84154,0.3546366,5.566367,43,80.36368,0.2769423,5.775827,50,70.52997,0.7794486,4.764806,31,67.14787,0.6629072,4.346827,35,89.16576,0.1691729,5.98469,42,72.68286,0.5676692,3.94411,42,73.0089,0.5150376,2.893126,43
ILMN_2894867,187.9694,0.001253133,11.51792,25,154.0182,0.01002506,9.630458,38,128.8749,0.06265664,7.063285,30,124.5798,0.03759398,9.356522,39,134.9556,0.02380952,11.2268,25,145.9438,0.01629073,10.13948,30,92.59704,0.0839599,6.635737,28,130.2679,0.02756892,7.621245,38,140.415,0.02506266,10.59962,37,156.6089,0.02756892,15.3849,26,107.2461,0.05012531,7.431285,35,151.3649,0.01253133,10.1307,31,116.3718,0.02255639,6.667376,30,119.6236,0.03508772,9.84832,35,111.8547,0.06140351,5.376667,33,142.3067,0.01503759,11.36231,32
ILMN_1260194,275.3061,0,18.1778,36,188.1676,0.001253133,10.0589,45,235.4567,0.001253133,14.49141,31,212.0327,0,10.46842,34,135.0428,0.02380952,5.929824,39,201.2939,0,11.47282,46,172.3699,0,10.18971,46,283.7351,0,16.85147,41,295.5573,0,16.06717,41,207.6777,0.001253133,15.69596,35,235.809,0,10.44185,38,224.6093,0.001253133,15.53221,46,170.5135,0.001253133,9.371642,47,267.4478,0,20.57077,56,242.6739,0,13.24695,41,207.6031,0,16.31557,37
ILMN_2662776,378.1999,0,21.49451,43,356.7168,0,19.87355,43,366.8565,0,16.75607,41,295.442,0,18.51199,31,255.0203,0,11.67729,48,287.575,0,14.77373,28,235.1031,0,13.48807,34,343.5607,0,14.76169,40,327.2503,0,26.12457,44,403.944,0,17.48403,39,255.5248,0,21.89178,28,360.8331,0,19.43189,43,309.6215,0,18.03477,33,244.1523,0,13.9264,52,277.9292,0,13.1911,47,277.0028,0,16.47151,37
ILMN_2835255,107.876,0.1503759,6.12,39,99.64954,0.1478697,8.550876,28,111.79,0.1353384,7.164645,33,95.40508,0.1340852,7.440744,33,93.01366,0.2042606,6.43824,28,106.4993,0.1190476,5.912547,24,85.9625,0.1278196,6.14083,24,91.3171,0.2067669,4.995518,36,127.0319,0.05137845,8.538474,41,115.8349,0.1491228,8.847176,38,84.72578,0.2030075,6.041676,35,103.1376,0.1892231,7.685916,41,89.10979,0.1666667,7.674184,26,79.26478,0.3345865,5.649396,31,84.22559,0.2944862,7.066004,24,89.67178,0.1917293,6.041498,43
ILMN_2606162,2730.906,0,79.53799,34,2233.541,0,62.68565,34,2280.011,0,68.32803,40,1842.794,0,64.41026,46,2056.831,0,52.70108,45,2328.527,0,89.88581,36,1523.192,0,52.10263,40,2025.554,0,71.47341,36,2729.552,0,67.41016,34,2830.334,0,72.07672,48,1878.028,0,54.68871,42,2793.873,0,97.62354,33,1556.986,0,33.88575,48,1809.043,0,55.10498,45,1620.417,0,45.64983,40,2041.215,0,84.1526,36
ILMN_1216720,92.18149,0.2894737,5.33459,41,85.35015,0.2894737,4.773171,39,95.2402,0.2518797,7.158551,36,77.5923,0.3709273,5.396285,39,94.13416,0.1967418,5.774114,37,89.81472,0.254386,8.211456,29,76.25677,0.235589,5.556348,33,77.00034,0.4210526,5.523308,37,102.2372,0.1616541,7.679173,34,95.10355,0.3370927,5.542171,40,77.62817,0.3245614,6.812164,44,95.81188,0.2656642,9.330446,26,68.86699,0.5864662,4.900734,34,93.51425,0.1340852,5.959187,42,84.50467,0.2882206,6.736848,30,77.43705,0.4072682,4.281445,30
ILMN_3095005,164.2409,0.0112782,8.767443,51,176.517,0.003759399,10.54344,44,139.7538,0.04010025,6.48978,33,168.4232,0.001253133,10.65686,39,154.0231,0.00877193,9.172535,46,144.0214,0.01629073,6.949663,23,130.6497,0.005012531,6.378509,47,172.51,0.002506266,9.101834,39,187.5655,0.002506266,11.05715,30,192.6077,0.003759399,11.99373,30,185.2193,0,12.92521,41,150.8781,0.01253133,11.51188,31,162.8612,0.001253133,9.768059,47,170.5148,0.001253133,11.14759,51,184.1694,0.001253133,11.86621,34,147.5844,0.007518797,9.669245,39
ILMN_1219757,87.40263,0.358396,3.830638,51,90.75062,0.2155388,5.737754,46,89.45219,0.3120301,6.092011,43,86.76634,0.2067669,5.258782,40,80.08825,0.3734336,5.341335,37,80.95261,0.3834586,4.979335,44,75.94852,0.2418546,4.50229,32,66.86167,0.7531328,5.042162,34,88.80501,0.3095238,6.308932,37,90.86909,0.3909774,6.953954,44,80.46383,0.2769423,6.087538,35,77.25973,0.5914787,4.98184,41,84.24779,0.2243108,5.327284,45,73.25492,0.4636591,5.94954,38,76.06786,0.4711779,4.196291,32,87.72144,0.2155388,5.278392,38
ILMN_2687324,97.56051,0.2330827,6.98116,35,71.27914,0.6390978,3.877317,39,91.58179,0.2882206,5.765487,34,91.12584,0.1754386,6.652798,35,86.46597,0.2769423,5.802446,41,72.89938,0.5714286,5.139166,25,79.5551,0.1854637,6.171418,37,78.74464,0.3984962,5.23808,41,94.56555,0.2293233,6.793813,44,107.6439,0.2117794,8.35266,45,72.26357,0.4724311,4.809308,41,85.73813,0.3884712,4.981112,51,73.67942,0.4310777,4.302277,36,85.88962,0.2017544,5.859301,36,87.48099,0.235589,5.598542,37,77.98792,0.3922306,4.990118,38
ILMN_2710139,2272.452,0,60.88614,36,1817.8,0,71.58192,35,2451.672,0,73.78736,37,1531.058,0,54.39096,49,1806.716,0,55.34816,44,1890.577,0,71.40993,40,1323.348,0,66.03666,30,1738.166,0,72.84546,43,2770.817,0,95.39672,38,2508.254,0,135.1237,39,1429.788,0,42.13076,50,1712.765,0,74.79023,36,1547.987,0,57.41486,51,1907.925,0,71.2872,35,1852.276,0,64.81039,38,1488.079,0,72.56886,34
ILMN_2870864,163.2463,0.01253133,8.945438,31,161.9396,0.01002506,10.16294,29,185.3311,0.005012531,7.692381,33,172.1975,0.001253133,9.628371,42,126.3778,0.04010025,7.41784,32,178.62,0.002506266,12.7563,32,100.9414,0.04260652,7.656028,33,189.3009,0.001253133,11.54986,30,198.5135,0.002506266,11.33793,29,206.4109,0.001253133,13.69881,39,139.4908,0.007518797,11.04551,33,139.0585,0.03884712,5.6605,25,107.22,0.04887218,7.081463,26,112.235,0.05889724,7.403627,43,179.028,0.002506266,10.43841,43,210.3006,0,12.22151,39
ILMN_2885704,71.00737,0.7518797,5.619651,33,62.3411,0.9035088,5.933578,26,73.6064,0.6766917,6.365057,32,70.44962,0.5401003,3.008151,35,68.18248,0.6942356,4.270758,36,81.66708,0.3746867,4.983657,36,66.04179,0.4962406,3.410895,38,69.05618,0.6754386,4.782078,29,63.69975,0.933584,5.072984,37,83.77746,0.5538847,5.556942,39,70.16642,0.547619,5.062162,38,79.81342,0.5225564,4.469337,27,81.35587,0.264411,5.482074,37,76.396,0.4097744,4.343044,35,75.49951,0.4887218,5.710173,40,77.01544,0.4135338,6.670785,37
ILMN_1230533,79.62636,0.5062656,5.149228,40,74.89179,0.4987469,3.618321,43,64.95905,0.9197995,3.48355,42,56.83026,0.9461153,3.335217,36,71.03601,0.6052632,3.620704,41,64.48035,0.839599,3.942316,45,63.48156,0.6203008,2.46805,35,69.84097,0.6390978,3.709831,45,69.29002,0.8107769,3.966837,41,84.00643,0.5488722,4.926857,47,70.36999,0.5401003,6.14794,26,69.54252,0.8095238,5.130977,37,66.82867,0.6691729,3.288953,52,68.46449,0.6240602,4.461142,48,65.10052,0.8070176,3.967568,38,60.7024,0.9298246,3.770533,45
ILMN_1257699,98.40308,0.2255639,7.849195,26,93.0886,0.1929825,6.181258,42,92.41498,0.283208,8.466442,24,77.91854,0.3659148,4.618295,34,90.80278,0.2280702,5.194538,30,85.67522,0.3007519,5.4529,39,86.08496,0.1278196,6.214696,36,87.04105,0.2506266,6.482457,34,92.45486,0.254386,8.040068,37,95.37939,0.3345865,7.284659,29,82.93423,0.2230576,4.855534,25,102.0848,0.1929825,7.727395,34,79.80251,0.2907268,6.494305,33,76.81168,0.3947369,6.356304,34,81.87149,0.3320802,4.428545,52,82.42282,0.3107769,5.136064,36
ILMN_1219298,760.7574,0,23.70032,37,745.3456,0,33.00898,38,958.7077,0,25.40239,53,802.5358,0,34.28905,36,754.4021,0,26.5908,43,680.3145,0,27.97464,39,533.5981,0,20.1733,48,827.3585,0,24.43992,49,1001.348,0,32.93208,42,974.8437,0,31.53091,46,645.5605,0,31.63414,41,780.6748,0,26.36624,49,610.3188,0,28.17483,35,865.3502,0,36.42891,44,646.574,0,23.28457,38,605.8508,0,22.80704,45
ILMN_2732649,108.6697,0.1466165,10.20089,30,93.27319,0.1929825,5.763905,33,105.7683,0.1704261,7.428622,30,87.26801,0.2055138,6.465369,26,101.1637,0.1516291,6.294622,36,110.8628,0.0914787,8.099836,23,80.43324,0.1817043,7.410472,27,93.86655,0.1741855,7.549886,31,118.8649,0.07393484,8.89956,30,94.37675,0.3483709,7.459368,35,86.11198,0.1829574,5.186851,29,97.91092,0.2431078,8.108063,33,87.30654,0.1842105,6.613042,33,107.2859,0.07142857,11.04855,31,98.61968,0.1165414,7.402623,26,84.87179,0.2568922,5.460587,33
ILMN_1243826,236.4688,0,10.58934,34,219.8041,0,7.563261,43,261.3064,0,8.956636,40,238.2869,0,9.643648,43,212.1763,0,8.808565,41,221.3139,0,10.64464,40,172.6099,0,6.096082,44,270.0659,0,12.96425,44,299.9894,0,10.9774,40,258.1912,0,10.90511,32,184.9622,0,12.02146,46,268.889,0,9.833789,41,225.0567,0,8.03447,51,172.5988,0,9.127703,34,212.1879,0,9.097566,50,247.1911,0,10.1003,40
ILMN_2842357,93.68649,0.2794486,5.67838,44,90.49282,0.2192982,4.080335,50,94.89859,0.2568922,6.07303,36,80.81789,0.3070175,4.701622,38,105.7893,0.1165414,8.922203,23,101.6305,0.1466165,4.869925,42,74.93863,0.264411,3.749732,44,93.01173,0.1854637,5.00868,32,92.65333,0.2531328,8.886028,36,101.2705,0.2794486,6.872246,36,95.83406,0.1077694,5.059819,40,91.89643,0.3032582,6.29305,36,81.52996,0.2631579,3.964199,36,81.59418,0.2769423,3.842784,46,87.19308,0.2418546,5.0836,38,88.15487,0.20802,4.377472,54
ILMN_2955919,648.6062,0,24.32453,41,604.4158,0,33.74187,30,633.303,0,25.85883,32,637.482,0,26.70655,46,433.4615,0,20.77216,42,580.6833,0,26.89496,31,472.0342,0,14.89192,32,618.0177,0,26.47708,34,852.1438,0,34.40716,25,891.0757,0,34.59945,35,674.3261,0,31.44752,37,707.1653,0,38.07174,34,461.1368,0,21.5322,48,626.311,0,26.03961,42,683.8436,0,25.20796,42,574.1301,0,25.2832,30
ILMN_3060538,128.0575,0.06265664,8.300799,44,91.38315,0.20802,5.472053,39,84.66612,0.3934837,4.864004,26,102.5559,0.09774436,5.37249,35,89.89806,0.2393484,4.356709,47,98.61243,0.1641604,6.002096,42,80.93161,0.1779449,3.786827,58,89.68826,0.2230576,5.097653,34,133.2092,0.03634085,6.986847,57,114.4003,0.1566416,9.10977,28,97.41528,0.09649123,5.813503,62,102.9142,0.1904762,5.370581,39,87.44794,0.1842105,4.709472,54,88.67186,0.1729323,6.210408,39,93.12512,0.1666667,4.826064,45,86.5729,0.2293233,4.233348,42
ILMN_2621659,86.65243,0.377193,4.856582,42,78.16044,0.4210526,4.318347,34,85.12784,0.3859649,5.151065,39,67.43882,0.641604,3.481217,43,70.60198,0.6203008,4.063002,38,85.87882,0.3007519,6.953897,39,67.30631,0.4636591,3.010591,42,68.09751,0.7092732,3.604735,44,80.64194,0.462406,6.347437,32,79.73052,0.6566416,6.084379,35,74.78547,0.3922306,6.561327,31,92.99834,0.2907268,7.974939,36,79.83855,0.2894737,4.609372,43,63.29348,0.8170426,4.185714,48,74.55989,0.5112782,3.56741,43,93.56982,0.1641604,6.485332,49
ILMN_1226169,356.4709,0,12.38643,42,340.4579,0,16.37077,32,366.841,0,16.14033,38,272.8219,0,13.34772,42,239.0814,0,11.03414,29,320.1153,0,10.25616,50,219.0251,0,9.214579,31,287.6373,0,12.6982,40,346.2974,0,14.07831,25,402.4792,0,18.23487,32,298.4173,0,15.77355,28,297.248,0,13.98957,35,235.1307,0,9.330863,31,265.5481,0,15.76183,46,239.0005,0,9.684603,36,298.3783,0,16.63037,40
ILMN_2772492,190.9285,0.001253133,11.15659,33,223.9493,0,15.75937,40,256.3098,0.001253133,16.8004,40,198.1058,0,12.73529,44,208.8773,0.001253133,15.14766,34,189.4449,0,11.69088,34,199.9751,0,14.0347,37,216.2782,0,12.85879,45,228.0961,0,20.99797,33,248.8651,0,14.12593,53,164.3389,0,10.58925,52,196.3343,0.002506266,15.00919,39,154.9423,0.002506266,11.57714,37,139.668,0.006265664,10.08623,44,172.0465,0.002506266,10.03423,47,232.1988,0,16.08809,49
ILMN_2742057,191.2408,0.001253133,12.24707,34,165.2856,0.007518797,11.78308,39,193.24,0.003759399,11.30361,35,155.2377,0.006265664,8.772316,43,147.6978,0.01253133,12.8141,33,214.1513,0,15.71046,40,132.4894,0.003759399,7.338993,32,177.6051,0.001253133,10.41447,45,149.3485,0.01754386,10.70769,26,176.1082,0.007518797,12.87777,44,148.2715,0.002506266,12.04448,41,223.6951,0.001253133,16.96904,28,109.042,0.04135338,7.504224,35,135.8328,0.006265664,9.895902,42,164.7526,0.003759399,7.596415,50,148.8976,0.007518797,9.836231,56
ILMN_3162180,95.0655,0.2656642,4.935097,48,81.87134,0.3546366,3.528178,48,96.32494,0.2406015,5.066142,45,85.64984,0.2218045,4.419041,62,89.35593,0.2443609,3.955894,51,82.41258,0.3646617,3.666627,48,74.47472,0.2694235,3.332581,46,77.29883,0.4185464,3.749931,47,88.70633,0.3107769,5.701385,52,92.95903,0.358396,5.343084,41,75.32472,0.3834586,4.247089,40,98.03478,0.2418546,4.919278,47,92.95573,0.1265664,5.252617,46,90.07743,0.160401,4.67961,53,91.59908,0.1854637,3.941997,50,78.00771,0.3922306,6.466003,32
ILMN_2649773,90.27722,0.3170426,4.033255,45,89.84882,0.226817,4.505807,40,91.50114,0.2882206,4.994906,41,70.062,0.5526316,4.025292,32,92.55343,0.2092732,4.507441,45,98.14882,0.1654135,4.583517,49,79.47201,0.1867168,4.035744,53,88.0496,0.235589,5.737547,41,108.2923,0.1328321,5.721099,45,95.78912,0.3308271,5.103696,45,83.58295,0.2142857,5.589552,46,102.8654,0.1904762,5.731986,47,90.10335,0.1528822,4.197907,38,81.92294,0.2744361,4.525773,31,90.87996,0.1942356,4.361025,45,91.45248,0.1817043,4.691448,41
ILMN_1226455,76.15001,0.6027569,3.850219,46,77.95528,0.4260652,4.505691,42,79.77596,0.5062656,4.792392,45,70.34076,0.5438597,3.519738,47,67.20521,0.7343358,3.116202,40,80.78523,0.3872181,3.772993,37,71.29359,0.3558897,3.101891,48,73.98386,0.5,4.353875,35,86.64259,0.3483709,4.529796,53,93.4558,0.3546366,4.78212,41,77.86496,0.3182957,5.026114,34,89.73814,0.3245614,6.956396,40,79.19326,0.3082707,3.974001,51,72.33039,0.4924812,4.984875,42,75.40452,0.4899749,3.178424,33,81.67061,0.3233083,3.706398,41
ILMN_1248179,63.42162,0.9360902,3.795354,41,52.26563,0.9962406,2.727617,38,74.53776,0.6428571,4.192437,48,65.89977,0.7005013,4.555799,43,66.76704,0.7481203,3.46713,47,63.28494,0.8721805,2.643415,38,60.90441,0.7330827,2.608302,46,60.62951,0.9172933,2.978924,32,70.37759,0.7781955,5.127512,33,78.14262,0.6967419,5.319004,33,65.05366,0.7443609,2.906715,39,69.0219,0.8157895,4.447105,55,74.86484,0.4022556,4.6179,27,63.33196,0.8157895,5.288858,30,61.23666,0.9047619,4.002225,35,76.82613,0.4210526,7.30553,26
ILMN_2696876,61.25627,0.9711779,5.591047,33,54.75638,0.991228,3.164248,27,59.84538,0.9837093,2.707249,36,55.75124,0.9536341,3.618234,35,56.90284,0.9786968,3.125933,43,65.83637,0.8132832,4.359613,36,57.39958,0.8621554,4.000614,45,64.58162,0.8170426,3.738267,40,58.54246,0.9887218,3.826353,40,76.25584,0.7568922,4.902998,32,55.93546,0.9686717,2.291638,34,67.17746,0.8558897,5.66512,29,50.86375,0.9962406,3.443189,42,59.58583,0.914787,5.269166,36,56.81461,0.9761904,4.618649,31,67.55755,0.6904762,4.518497,39
ILMN_2804261,161.3218,0.01253133,12.47473,30,128.5615,0.03383459,10.12006,22,170.6821,0.01002506,13.53758,23,119.245,0.04260652,9.321035,25,131.203,0.03132832,8.171547,30,123.7901,0.05263158,10.0796,16,125.2366,0.0112782,10.16908,24,139.3206,0.02005013,10.4784,27,128.3254,0.04887218,6.0439,33,168.4342,0.01378446,8.938027,26,113.3473,0.03634085,6.908518,37,158.1687,0.0112782,10.77166,38,115.135,0.02631579,9.322811,29,116.1197,0.04761905,6.430735,27,130.9407,0.01503759,7.941991,44,126.7209,0.02506266,8.906808,32
ILMN_2755434,98.56879,0.2243108,5.207673,34,95.846,0.1641604,7.36188,33,90.40704,0.3032582,4.032715,34,77.25727,0.3759398,5.693914,36,89.15253,0.2443609,5.174276,39,103.41,0.1378446,7.192373,42,79.22347,0.1892231,4.706349,47,74.5769,0.4799499,4.424725,35,97.9707,0.1929825,10.07129,35,88.77825,0.4260652,5.334454,45,78.93063,0.3032582,4.618456,45,98.20096,0.2418546,7.176404,33,83.73059,0.2343358,5.316419,41,73.48645,0.4598998,4.69395,55,90.38046,0.2005012,5.074817,45,88.93958,0.2017544,7.669133,35
ILMN_2740348,17115.3,0,333.6419,56,14485.56,0,410.1897,43,16293,0,351.0749,50,11894.93,0,321.8619,51,14776.57,0,338.0198,36,15890.6,0,389.2104,41,10497.66,0,249.6717,44,13244.83,0,327.5652,50,16066.9,0,338.6319,43,17201.67,0,387.8553,53,13801.24,0,449.6481,34,16631.41,0,430.8948,54,12346.9,0,264.9999,58,12669.81,0,407.8433,45,10923.27,0,247.0937,38,12802.15,0,500.086,27
ILMN_1213273,301.8625,0,11.40889,37,227.2828,0,11.33906,37,354.1965,0,15.33868,45,256.6031,0,9.467602,37,264.5776,0,13.29168,36,313.6821,0,14.68841,41,158.217,0.001253133,8.062634,35,297.0381,0,17.31473,41,340.6934,0,14.62699,32,368.404,0,14.99701,32,200.5661,0,11.17668,44,289.5569,0,22.15781,35,204.579,0,6.242517,41,207.1547,0,11.66714,33,239.5784,0,14.56695,33,271.3015,0,11.37748,37
ILMN_2717539,71.5859,0.7255639,5.019894,31,48.38803,1,2.232845,24,61.99271,0.9674186,3.396699,32,55.8847,0.9511278,3.714416,36,60.80242,0.9085213,2.991875,39,51.87018,0.9974937,3.299561,31,57.77183,0.8533835,4.272995,33,58.21723,0.9636592,3.322197,36,62.99437,0.9461153,3.297179,34,65.79458,0.9686717,4.057855,40,59.87373,0.9010025,5.164507,42,75.6367,0.6303258,6.662844,32,65.98119,0.6904762,4.274711,27,68.53282,0.6215539,6.752731,31,59.17847,0.9448621,3.474545,38,59.23495,0.943609,4.504872,29
ILMN_1231274,82.90162,0.4310777,4.689294,44,67.14995,0.7556391,4.748726,39,75.01871,0.6278195,4.512465,38,74.63045,0.4285714,4.694956,43,75.84695,0.4786967,5.027819,37,72.52412,0.5776942,5.14247,30,76.98651,0.216792,3.892937,39,78.30318,0.4047619,5.172619,34,80.96835,0.4573935,5.734677,28,98.0341,0.3082707,5.328322,45,69.98988,0.5488722,8.095361,24,94.45559,0.2769423,7.15294,34,78.18658,0.3233083,4.803354,46,75.81197,0.4172932,7.615125,35,75.54375,0.4874687,5.140825,37,87.23773,0.2205514,5.670966,29
ILMN_2648475,70.68022,0.764411,4.721638,39,58.57738,0.9661654,4.998501,38,61.39676,0.9749373,4.505418,24,63.91246,0.7619048,4.283371,30,61.16827,0.8972431,4.864017,30,61.80381,0.9097744,4.442156,38,55.57882,0.9235589,3.380268,31,66.78843,0.7543859,6.566288,31,72.7232,0.6954888,4.581737,40,68.11894,0.9423559,4.735711,41,53.74433,0.9887218,4.799661,35,61.70685,0.9548872,4.683253,30,54.46659,0.9837093,4.240911,25,60.13993,0.9072682,4.390552,39,76.08173,0.4711779,4.971973,27,67.54379,0.6904762,4.814019,34
ILMN_2892716,117.8174,0.0914787,5.169564,46,112.45,0.0802005,7.227276,42,133.4726,0.05263158,7.044218,42,117.4411,0.04385965,6.507759,41,106.2966,0.1152882,6.596628,33,123.467,0.05263158,6.327983,53,91.51676,0.09022556,4.342041,39,122.1127,0.04887218,6.903117,39,125.0371,0.06140351,7.704983,37,132.3747,0.07017544,7.682269,52,109.0079,0.04385965,6.087237,42,110.667,0.1303258,6.192924,53,129.1146,0.01378446,7.987787,32,108.5759,0.06766918,6.42377,48,114.3577,0.05263158,5.423788,42,125.1773,0.02756892,6.601419,36
ILMN_3160741,73.20478,0.6804512,4.07433,44,66.23161,0.79198,2.954885,31,78.34124,0.5488722,4.486389,42,76.17897,0.3947369,4.147483,44,76.1014,0.4711779,4.986317,36,75.75394,0.5,3.121829,41,64.14541,0.5914787,2.431506,58,77.47733,0.4172932,4.953186,37,77.15407,0.5526316,5.045241,34,103.6995,0.2518797,7.35767,41,85.97424,0.1879699,5.909397,47,89.39957,0.3308271,5.355392,55,79.94576,0.2844611,4.199521,36,71.70135,0.5100251,3.164379,44,78.2507,0.4085213,3.691438,52,71.46953,0.5726817,4.22112,52
ILMN_2755140,162.3927,0.01253133,12.50499,35,125.8134,0.04135338,7.836921,28,140.3607,0.03884712,6.930232,37,125.429,0.03759398,6.726361,38,127.4671,0.03634085,7.756944,43,141.626,0.01754386,7.467867,40,105.4619,0.03634085,5.970397,40,121.8245,0.04887218,6.333316,41,187.1765,0.002506266,14.33174,33,154.1942,0.02882206,12.29926,26,116.0728,0.03132832,9.396849,46,114.2175,0.1203008,5.962536,29,120.6908,0.01754386,6.267429,39,112.1643,0.05889724,11.03569,36,136.4436,0.01002506,6.790079,46,116.6971,0.04511278,6.541394,37
ILMN_2747345,4142.7,0,131.353,44,3596.088,0,131.9827,39,4275.605,0,147.4678,38,3902.608,0,140.7634,32,3814.084,0,122.335,51,3771.969,0,145.6897,51,2229.843,0,70.12504,36,4718.218,0,196.9462,48,4975.158,0,166.5569,43,4762.059,0,170.1918,47,3469.545,0,93.10291,58,4402.119,0,233.8036,33,2853.546,0,108.1145,40,3487.985,0,146.0123,41,3936.315,0,113.3104,47,3835.028,0,140.6235,41
ILMN_2515901,70.10448,0.7719298,4.484426,31,64.51809,0.8433584,4.022082,38,66.9631,0.8834587,3.711575,40,60.20107,0.8784461,4.092625,31,61.03051,0.9022557,4.239065,37,71.30922,0.6278195,4.427637,42,61.03859,0.7268171,2.869827,45,64.46849,0.820802,3.792656,39,66.79913,0.8796992,4.075484,39,78.88916,0.6766917,4.890124,41,66.47924,0.6867168,3.338393,53,62.11481,0.952381,4.915777,36,65.36663,0.7130326,4.005542,38,70.72459,0.5401003,5.545998,37,68.04725,0.7155389,3.256895,56,57.17029,0.9761904,3.623999,37
ILMN_2854009,74.7517,0.6390978,3.603167,49,81.24101,0.3671679,5.633278,26,74.63471,0.6378446,4.350667,49,56.53097,0.9473684,3.144846,34,72.06441,0.5764411,4.264403,54,72.7738,0.5776942,3.995412,47,67.68977,0.4586466,4.677121,34,81.93989,0.3308271,5.59622,43,61.59202,0.9649123,3.405778,30,78.88993,0.6766917,4.979807,40,75.85638,0.3634085,6.627032,39,85.08007,0.4085213,4.224207,49,67.62247,0.6403509,3.970405,41,54.99523,0.981203,3.52996,41,74.0215,0.5300752,4.202062,39,72.94471,0.5213032,4.613608,59
ILMN_2688387,75.12052,0.6265664,4.529469,27,77.91013,0.4285714,5.733186,30,83.67305,0.4110276,4.588859,40,72.13062,0.4849624,6.882411,29,82.06351,0.3421053,6.513258,29,81.19391,0.3796993,5.888979,33,59.61382,0.783208,2.924273,25,77.72226,0.4122807,4.010431,39,82.78905,0.4273183,3.892179,32,86.68704,0.4736842,5.003614,33,62.98987,0.8120301,4.705454,24,89.4772,0.3283208,7.605964,41,75.99178,0.3759398,4.473349,43,70.2552,0.5601504,4.965622,31,76.31653,0.4649123,6.029147,28,76.94405,0.4160401,4.680823,32
ILMN_2613985,64.48049,0.9210526,3.535703,50,55.80903,0.9874687,3.39034,47,71.37153,0.7443609,4.289145,43,58.11676,0.9260651,2.131464,37,63.98407,0.8283208,4.058411,27,60.18379,0.9398496,3.794366,45,62.38877,0.6654136,4.313218,36,62.2322,0.877193,3.613189,49,66.81002,0.8784461,4.408571,42,67.09232,0.9498747,3.867642,47,65.10329,0.7418546,4.336678,39,74.3212,0.6704261,4.517889,43,66.77274,0.6716792,3.381686,46,63.07533,0.8220552,4.414535,36,64.42168,0.8283208,4.45545,39,65.69714,0.764411,3.473666,53
ILMN_1257178,923.6918,0,38.78418,33,740.1843,0,40.45671,26,962.6939,0,35.11926,30,687.537,0,31.90026,39,752.6491,0,30.86886,41,844.7185,0,36.86581,36,512.8954,0,17.83019,36,753.5576,0,37.57573,34,696.7799,0,37.0051,42,903.8514,0,32.98702,38,585.9776,0,33.95149,26,658.6885,0,41.56405,45,483.2154,0,23.00896,38,529.5278,0,39.53033,40,501.1658,0,28.94067,33,671.4657,0,37.48019,45
ILMN_2665369,77.36681,0.5764411,5.368641,43,67.92066,0.7243108,4.725406,37,69.4524,0.79198,4.355477,33,74.21643,0.4360902,5.781685,46,67.62985,0.7130326,3.906308,34,72.20918,0.5889724,4.594872,30,64.24799,0.5864662,4.025335,45,65.26498,0.8007519,5.365409,30,71.74177,0.7330827,4.523934,44,87.10255,0.4636591,6.059311,39,71.49991,0.5050125,4.400575,48,75.18356,0.6390978,4.988095,45,68.94152,0.5789474,4.510257,28,63.3443,0.8132832,4.921155,51,66.08733,0.7807018,4.423728,36,70.30167,0.6015037,4.037417,45
ILMN_2609516,8228.227,0,164.5983,50,7566.792,0,221.0578,43,8608.444,0,273.2057,42,6326.956,0,266.4422,47,6545.252,0,165.8275,39,7864.015,0,228.438,49,5319.788,0,101.5985,43,6770.034,0,254.1691,39,8106.414,0,200.2496,44,9147.367,0,358.6996,47,6552.158,0,142.528,46,8665.826,0,274.6347,31,6124.679,0,145.388,47,6726.628,0,173.5315,42,5495.696,0,163.6866,32,6561.18,0,208.2436,50
