ID_REF,CDR017,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR025,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR021,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR029,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR022,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR018,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR026,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR030,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR031,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR023,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR027,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR019,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR020,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR028,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR032,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR024,Detection Pval,BEAD_STDERR,Avg_NBEADS
ILMN_2733230,67.54814,0.8421053,4.665719,26,60.82291,0.9310777,5.742246,30,59.45371,0.9862155,3.075213,44,57.71253,0.9310777,3.61726,31,63.08673,0.849624,3.948302,44,66.25988,0.8045112,5.184927,35,58.2132,0.8345864,3.224657,33,62.62821,0.8721805,5.239914,37,63.18982,0.9448621,4.690067,35,72.15251,0.8696742,5.089171,32,58.50687,0.9235589,3.399094,39,73.5625,0.6917293,6.395574,30,60.07862,0.8922306,4.166971,39,67.50067,0.6591479,4.892291,38,71.30452,0.6090226,5.067096,31,61.3302,0.9085213,6.277058,24
ILMN_2656031,111.4562,0.1290727,6.969959,39,99.49796,0.1491228,5.275263,51,102.8991,0.1779449,5.68678,41,82.13889,0.2756892,5.841598,35,107.728,0.1065163,6.646585,38,94.8382,0.1942356,5.051153,53,71.18954,0.3634085,4.283818,45,98.34901,0.1428571,5.14191,38,126.42,0.05263158,8.841425,48,111.8741,0.1691729,6.640464,50,86.69729,0.1766917,5.232851,46,103.6929,0.1804511,6.161442,35,83.29227,0.2406015,4.901452,39,94.50944,0.1290727,7.558625,54,93.98069,0.1528822,5.80842,37,88.77889,0.2017544,5.722437,45
ILMN_1239027,196.0017,0.001253133,10.96383,50,156.5387,0.01002506,9.494998,36,243.7074,0.001253133,12.83127,40,147.7021,0.00877193,9.264335,37,196.7079,0.002506266,11.93868,45,196.921,0,10.47011,37,141.1965,0.002506266,8.262863,36,191.1291,0.001253133,10.37969,29,194.6336,0.002506266,13.16035,41,224.4788,0,15.23083,42,125.5122,0.01754386,9.07462,39,173.3739,0.007518797,11.89557,43,126.0284,0.01503759,8.76007,27,151.9756,0.003759399,8.639388,42,156.815,0.003759399,8.12208,39,167.9154,0.002506266,10.32457,43
ILMN_1259559,1066.549,0,50.7737,37,971.7393,0,44.08482,37,1426.564,0,61.07569,49,999.6347,0,44.02861,37,1081.552,0,43.7346,55,1144.256,0,52.92791,39,687.8604,0,32.30175,44,1446.763,0,84.11301,38,1486.629,0,67.77208,42,1226.11,0,55.13615,35,894.6858,0,48.27548,46,1111.356,0,90.41166,34,893.9434,0,51.2274,33,933.5415,0,51.19389,43,975.0661,0,54.18433,37,1180.831,0,70.54485,63
ILMN_2669034,1152.472,0,43.97211,41,945.5544,0,36.63852,45,1222.425,0,49.162,41,867.251,0,32.16956,42,1102.021,0,43.0922,28,941.6235,0,27.11317,36,648.1854,0,30.64346,38,943.1125,0,37.27108,53,1110.588,0,37.90479,44,1222.911,0,84.29852,36,800.8606,0,27.71373,48,1056.003,0,48.28278,41,692.933,0,27.50083,51,712.1379,0,59.58557,36,682.9391,0,27.33614,32,912.1906,0,45.22216,35
ILMN_1226703,175.603,0.01002506,9.420923,36,192.9562,0.001253133,9.625265,44,229.4579,0.001253133,11.11269,45,174.6117,0.001253133,11.77162,45,177.037,0.005012531,11.82812,32,192.6385,0,9.937784,34,153.9325,0.001253133,8.448503,45,173.9613,0.001253133,8.126019,46,202.9689,0.002506266,11.52596,47,235.3732,0,20.04345,39,166.074,0,9.867965,48,231.8687,0,15.75094,38,162.2418,0.001253133,13.2315,32,170.7054,0.001253133,11.85256,53,160.8303,0.003759399,9.64219,40,172.9452,0.001253133,9.572461,45
ILMN_2763772,203.7522,0,12.97651,28,161.9981,0.01002506,11.87039,27,213.369,0.001253133,12.90286,35,151.2185,0.007518797,11.71907,20,177.9429,0.003759399,11.03637,40,216.2128,0,13.14566,44,151.4241,0.001253133,7.871832,34,159.1925,0.00877193,7.468322,42,161.0625,0.007518797,13.47336,21,251.2767,0,17.66027,32,133.9043,0.007518797,9.722076,26,157.2364,0.0112782,11.73208,35,156.2512,0.002506266,7.347592,31,152.694,0.003759399,15.72519,31,180.2033,0.002506266,14.79356,29,142.4859,0.01253133,8.502496,44
ILMN_3129464,122.5194,0.0764411,6.292243,52,111.9221,0.08521304,8.285322,43,105.7111,0.1704261,4.765912,43,133.2813,0.02631579,6.562397,51,94.56284,0.1904762,5.366729,43,125.0809,0.04761905,8.35413,51,75.62827,0.2468672,3.055256,40,122.0651,0.04887218,7.185645,49,142.8457,0.02255639,11.2471,32,110.4203,0.1842105,8.282488,45,99.08534,0.09398496,7.243907,55,118.2302,0.0989975,7.885845,36,96.23831,0.0952381,8.091504,26,109.9256,0.0651629,6.232129,54,124.5022,0.02756892,5.961531,37,100.6294,0.122807,5.643223,61
ILMN_2597248,614.0076,0,28.89058,41,503.4828,0,22.36209,38,552.2119,0,14.82742,53,391.4764,0,14.81181,25,436.5128,0,17.46343,23,544.2946,0,14.67199,48,357.5327,0,16.91636,36,398.414,0,16.24143,36,416.2587,0,29.10901,39,599.7637,0,20.72665,36,415.9871,0,16.78445,39,653.4487,0,22.31729,45,469.0014,0,22.44037,36,374.7182,0,27.17367,27,354.5192,0,16.62036,29,429.9832,0,17.82109,35
ILMN_1248101,78.73063,0.5438597,4.69421,34,65.3439,0.8145363,4.635961,28,68.07062,0.8408521,4.084808,40,65.31752,0.716792,5.597742,32,67.46405,0.7205514,4.236854,28,69.5397,0.6917293,4.336824,34,57.22381,0.8709273,3.446343,47,74.91009,0.4674186,5.842117,23,68.60297,0.8283208,3.734118,44,69.86248,0.9122807,4.720612,43,62.10619,0.8458647,3.85288,36,79.23379,0.537594,5.925166,33,70.39998,0.5263158,5.463407,24,72.51328,0.4887218,6.899825,31,81.85622,0.3320802,5.443037,41,66.4758,0.7293233,3.058998,36
ILMN_3127016,123.2171,0.0764411,11.10756,32,111.8794,0.08521304,7.362138,23,145.0735,0.03258145,9.738987,21,132.3481,0.02882206,9.202863,36,134.2402,0.02506266,11.214,29,133.0167,0.02882206,10.15397,37,104.0752,0.03634085,8.319118,35,122.2846,0.04887218,7.262495,25,152.472,0.01503759,12.11289,38,163.1553,0.02005013,9.100726,43,98.70626,0.09398496,9.095847,35,151.8405,0.01253133,10.99843,44,129.4794,0.01378446,7.468703,38,110.9154,0.06390978,7.246501,40,125.6133,0.02506266,9.193463,32,110.3174,0.0726817,9.42927,29
ILMN_2854888,79.36414,0.5162907,5.805267,25,90.91729,0.2105263,4.600427,53,99.28102,0.2067669,6.378725,38,85.88754,0.2218045,5.217469,37,85.28282,0.2982456,4.165127,45,84.77234,0.3157895,4.563069,41,71.58813,0.3496241,4.570272,38,94.33405,0.1729323,5.027687,46,91.65981,0.264411,6.167681,36,104.977,0.2293233,8.33055,32,90.263,0.1466165,7.007684,37,95.05878,0.2744361,5.266365,42,70.89085,0.5150376,4.369305,32,78.15439,0.368421,5.479967,42,82.18977,0.3245614,3.492413,40,80.61137,0.3320802,6.174229,43
ILMN_1216301,377.5239,0,23.43117,37,300.7163,0,19.11419,31,334.5938,0,19.52592,32,281.0067,0,18.5561,35,260.8972,0,18.96731,28,339.5445,0,30.10943,31,242.0479,0,13.21673,29,300.3672,0,17.71259,42,385.7943,0,26.93531,33,371.4712,0,26.04445,39,263.4848,0,18.44308,27,325.7344,0,19.58785,40,247.7268,0,17.4447,33,282.9994,0,18.61267,32,299.1972,0,19.78848,44,255.7064,0,11.82895,32
ILMN_2919869,85.79362,0.3859649,6.52205,27,76.07912,0.4649123,4.404592,32,97.98253,0.2205514,7.630096,28,70.27104,0.5463659,4.528239,31,78.44225,0.3997494,5.301711,43,77.18238,0.4611529,4.775407,36,62.84036,0.6403509,3.808306,50,86.68647,0.2593985,7.920998,30,78.62792,0.5125313,10.27418,25,106.4921,0.2155388,9.139235,35,70.44106,0.5388471,5.436135,24,77.29038,0.5902256,5.882202,34,75.59303,0.3834586,5.887042,45,84.92935,0.2218045,4.411344,50,65.42032,0.7969925,3.486773,33,72.06734,0.556391,4.86838,33
ILMN_2750588,720.0271,0,27.12302,36,611.2989,0,24.59397,36,706.5291,0,23.60099,46,549.2248,0,22.41082,30,509.0264,0,21.74333,30,583.0492,0,24.64135,26,414.2923,0,17.76988,33,679.5441,0,33.99813,29,767.0275,0,31.15182,35,653.0107,0,27.22766,28,533.6773,0,25.66546,29,803.1396,0,30.64931,37,551.2632,0,22.47805,39,520.9253,0,27.76051,23,581.3533,0,23.0621,39,608.1023,0,22.21334,40
ILMN_2737794,65.41714,0.9010025,4.490166,31,64.56732,0.8408521,4.164107,29,62.54702,0.9611529,2.361188,32,57.11268,0.9411027,3.126325,38,52.40794,0.9962406,3.462044,27,61.41099,0.9172933,3.876527,30,57.85702,0.8521304,2.990544,37,61.8209,0.8909774,3.73387,43,64.48716,0.9185464,6.68382,25,65.80945,0.9686717,4.499925,33,64.46296,0.7669173,4.692073,45,64.32708,0.9160401,3.859299,40,60.13125,0.8909774,3.703665,42,69.52527,0.585213,7.034013,33,64.57774,0.8245614,3.936871,33,59.43841,0.9423559,3.041606,43
ILMN_3129825,631.2324,0,24.01743,41,583.1727,0,31.40394,35,628.0304,0,30.755,45,254.6849,0,17.23773,37,740.0337,0,30.83348,37,497.1774,0,36.68401,27,407.2271,0,22.54319,45,240.387,0,14.69407,30,305.4493,0,22.3833,39,592.9077,0,27.41389,32,208.2194,0,13.45839,28,464.8202,0,34.40134,22,427.2233,0,23.18669,49,222.7587,0,14.95282,41,241.262,0,18.16592,38,495.1362,0,35.50926,26
ILMN_2597700,84.10981,0.4122807,5.580196,31,78.82544,0.4047619,4.266359,41,85.4255,0.3796993,4.72651,42,77.86856,0.3659148,5.295805,43,89.4254,0.2443609,5.99853,44,81.37531,0.377193,5.363311,37,77.28956,0.2117794,4.298676,46,79.57335,0.3809524,5.429888,31,105.3965,0.1453634,7.183051,32,99.82517,0.2882206,6.255002,41,72.72621,0.462406,5.464652,38,81.11169,0.4949875,4.481215,50,80.38786,0.2807018,4.408101,42,77.35644,0.3759398,5.821189,46,84.36473,0.2907268,6.826344,39,92.07394,0.1716792,8.063512,33
ILMN_2830860,156.7139,0.01754386,11.48483,34,123.9457,0.04636591,9.873143,33,126.9888,0.0651629,9.63734,28,121.3327,0.04010025,9.627391,19,119.2554,0.06140351,7.119112,40,114.3872,0.07518797,6.516283,25,105.963,0.03634085,7.164604,25,128.5956,0.03258145,11.13877,24,147.5646,0.02005013,10.148,29,146.592,0.04385965,8.985603,33,111.7489,0.03634085,7.97496,43,158.3169,0.0112782,15.58736,25,113.5205,0.02882206,9.057535,27,123.5443,0.02631579,10.33847,32,112.6604,0.05889724,8.081033,24,103.0645,0.1052632,7.962853,28
ILMN_2603504,61.02108,0.9711779,3.123024,47,58.05755,0.9686717,3.211273,38,61.31096,0.9761904,4.897735,32,57.69043,0.9323308,3.43081,44,58.01947,0.9561403,3.410925,44,63.24018,0.8721805,3.226213,36,60.39557,0.7581454,3.105064,48,58.61715,0.9561403,3.908628,30,58.72836,0.9887218,3.840502,38,64.54739,0.9761904,4.240929,35,65.98353,0.7092732,4.214544,41,77.03625,0.5977443,4.636597,54,60.78593,0.8784461,2.801849,60,58.16621,0.9486216,3.620687,42,59.84945,0.933584,3.312776,43,61.43564,0.9047619,4.045283,48
ILMN_2874084,94.03072,0.2769423,4.823997,37,113.6718,0.07769424,8.033446,37,103.627,0.1741855,6.626172,39,95.11141,0.1353384,7.262239,29,86.75718,0.2706767,4.088602,37,100.9439,0.1478697,6.854369,28,77.77201,0.20802,5.200225,28,81.89828,0.3320802,4.052702,53,94.11367,0.235589,5.415081,49,101.333,0.2781955,11.24656,36,81.51057,0.2581454,5.937789,41,105.9163,0.1616541,8.223288,36,94.23823,0.1203008,5.030711,49,107.7447,0.07017544,6.909534,50,85.53644,0.2744361,5.587089,45,85.85634,0.2393484,6.83203,28
ILMN_2941430,189.7317,0.001253133,10.14201,37,179.363,0.002506266,13.98006,33,195.6327,0.003759399,12.90342,30,162.3935,0.003759399,9.431664,41,176.4461,0.006265664,10.02323,44,170.4003,0.002506266,9.317673,31,141.9709,0.002506266,10.71033,30,169.8443,0.003759399,8.872123,39,203.4824,0.002506266,14.04471,36,218.5386,0,16.6949,29,135.9039,0.007518797,9.288903,35,168.4186,0.00877193,11.8105,38,167.4943,0.001253133,12.40921,26,128.5982,0.01378446,11.05589,37,159.548,0.003759399,8.593265,35,156.0298,0.005012531,10.88129,24
ILMN_1236030,64.5631,0.9197995,3.700492,38,65.15672,0.8220552,3.309444,43,70.48274,0.7756892,3.660032,46,55.57484,0.9586466,3.330409,37,68.77036,0.6704261,3.294715,44,82.12651,0.3734336,5.714062,38,64.0619,0.593985,2.976035,47,71.60221,0.585213,3.799225,44,62.77165,0.9498747,3.737236,38,69.04528,0.9285714,4.688627,47,76.58643,0.3471178,5.461028,44,71.6936,0.7468672,3.92309,51,61.18237,0.8684211,3.960579,47,69.15265,0.5977443,5.10072,53,74.70239,0.508772,5.139176,35,78.41033,0.3822055,4.995081,41
ILMN_1243564,257.3391,0,15.57339,39,273.8085,0,22.03703,34,257.8429,0.001253133,13.23342,35,211.2841,0,10.04349,48,194.6564,0.002506266,12.47958,32,202.7533,0,11.30833,33,159.6316,0,12.07749,30,227.9282,0,12.96801,39,238.9635,0,19.31513,34,303.0172,0,18.58781,40,185.1596,0,11.41261,37,267.5983,0,12.55813,41,154.8489,0.002506266,9.841645,30,183.4639,0,13.74087,40,219.3969,0,13.62746,42,210.0936,0,11.82135,45
ILMN_3053291,152.1469,0.02255639,8.015887,40,118.3587,0.06140351,9.003729,26,129.3829,0.06015038,7.319678,31,132.8936,0.02756892,11.81034,28,141.2096,0.02005013,8.320748,44,108.0979,0.1102757,7.502507,16,111.4471,0.02506266,8.719865,25,121.716,0.04887218,9.756343,30,131.5856,0.04135338,10.6861,36,147.536,0.04135338,8.924949,28,105.751,0.05639098,7.853892,34,135.4872,0.04636591,9.994875,40,112.3181,0.03258145,9.258332,43,129.6503,0.01253133,10.44381,44,128.9723,0.01754386,9.944893,34,120.9092,0.03258145,8.872239,27
ILMN_3037580,167.3878,0.0112782,11.20136,26,153.9106,0.01002506,8.973789,41,182.3923,0.005012531,11.78993,37,152.0368,0.006265664,11.46652,26,151.7317,0.0112782,8.447648,35,130.2948,0.03383459,6.766415,39,132.5697,0.003759399,9.049171,35,172.7116,0.002506266,16.31435,22,153.7083,0.01503759,9.910666,37,148.5898,0.03634085,15.14724,33,143.7382,0.006265664,10.39784,32,191.8792,0.002506266,13.7614,40,130.8578,0.01378446,9.093006,33,128.1767,0.01378446,8.996305,36,156.5019,0.003759399,11.83796,31,147.7694,0.007518797,9.823578,38
ILMN_2647820,125.9662,0.0689223,9.021746,25,110.3945,0.0877193,6.268778,41,108.809,0.1503759,6.884537,31,95.77835,0.1303258,5.090893,38,126.3131,0.04010025,7.384127,33,112.5283,0.0877193,6.881009,28,100.666,0.04260652,6.664612,29,128.2871,0.03258145,8.318295,39,133.7309,0.03634085,9.099169,38,142.8053,0.04761905,9.576075,26,102.1745,0.07393484,6.29957,42,128.3766,0.05889724,6.838165,33,121.9614,0.01629073,7.240375,30,115.537,0.04761905,7.291716,34,113.1708,0.05889724,9.764056,28,105.7322,0.09273183,7.940485,32
ILMN_2596230,255.8806,0,15.69503,45,224.1124,0,15.06403,25,226.5888,0.001253133,14.19153,32,315.7975,0,15.93931,36,172.6272,0.006265664,8.496996,47,202.0692,0,13.13217,32,175.4036,0,10.83862,36,362.5976,0,14.27857,53,460.5373,0,19.51956,36,212.3023,0.001253133,15.14984,43,369.0666,0,24.66628,45,285.6197,0,21.25555,31,231.6421,0,12.17827,53,358.3857,0,24.15426,54,336.4974,0,13.91413,39,164.5657,0.002506266,8.875219,34
ILMN_2642886,807.3179,0,37.6854,32,758.3307,0,27.24499,37,842.9713,0,23.77686,41,625.3226,0,21.07479,47,691.4484,0,19.44722,39,785.3508,0,32.67567,39,491.7322,0,17.52844,43,757.601,0,34.34008,38,852.4039,0,35.65527,45,988.1072,0,43.15536,33,700.056,0,23.90784,33,723.8987,0,37.46547,33,597.746,0,25.35116,40,710.9515,0,40.98001,42,571.2667,0,20.30581,41,616.8605,0,22.44435,38
ILMN_1215738,178.9187,0.00877193,14.49848,29,131.7551,0.03132832,7.203424,38,175.4723,0.006265664,11.74084,33,114.227,0.04887218,7.510088,26,134.7564,0.02380952,10.28344,35,150.8288,0.01253133,8.234296,43,122.6583,0.01378446,9.966598,26,124.3234,0.04260652,9.397744,29,145.6128,0.02130326,10.47218,34,192.432,0.003759399,11.85665,45,132.0765,0.00877193,10.94817,37,171.1097,0.00877193,14.7908,33,133.9777,0.0112782,10.94499,36,111.136,0.06265664,8.555015,33,132.2445,0.01378446,9.661335,37,129.4236,0.02130326,7.073494,42
ILMN_3161428,138.7937,0.03759398,8.547162,42,117.5792,0.06390978,10.04143,36,139.3555,0.04135338,9.402802,25,99.9963,0.1102757,6.001465,30,108.3755,0.1015038,6.049845,38,112.3849,0.08897243,6.408903,38,96.43359,0.06390978,4.923694,38,103.1672,0.1152882,6.239017,33,121.4003,0.06766918,10.00279,36,142.3428,0.04761905,11.06443,39,110.177,0.03759398,7.589243,32,116.4021,0.1052632,6.223225,44,108.5381,0.04385965,7.565259,42,118.727,0.03508772,8.803471,51,110.0885,0.06641604,6.180506,40,95.06578,0.1541353,5.988088,37
ILMN_2942492,3188.05,0,72.11366,45,3956.432,0,110.8943,36,4247.354,0,138.4818,28,2530.125,0,101.1166,27,2912.427,0,95.76431,41,2727.476,0,91.06049,36,2207.139,0,88.43403,36,2858.561,0,102.9645,40,3475.88,0,76.13446,49,4902.875,0,177.8476,37,2934.015,0,95.98437,36,2791.156,0,113.5662,35,2236.937,0,87.88671,24,2607.266,0,75.62609,47,2727.16,0,80.98285,46,3238.594,0,157.0221,29
ILMN_3029727,103.7239,0.1754386,4.836871,50,112.756,0.0802005,6.152143,42,122.295,0.0839599,6.688266,39,109.9179,0.06766918,6.836236,41,113.492,0.0802005,5.943177,46,120.4467,0.05764411,7.240216,28,85.79475,0.1290727,5.276313,32,114.9785,0.07142857,6.036573,40,106.2187,0.141604,8.224086,24,139.9695,0.05263158,9.034226,45,95.22562,0.112782,3.996599,39,100.5777,0.2105263,6.876734,41,100.2352,0.0802005,7.581533,42,102.4102,0.08145364,7.164307,41,107.1745,0.0764411,4.7673,43,108.958,0.0802005,5.069332,41
ILMN_2686611,76.98534,0.585213,5.689659,34,75.58876,0.4761905,4.160117,40,82.91137,0.4335839,5.375055,40,70.33111,0.5463659,3.274456,41,77.48956,0.4235589,3.417917,61,70.74658,0.6478696,3.645328,46,66.62129,0.4786967,4.7983,40,67.65208,0.7230576,4.021029,44,83.553,0.4135338,4.678085,46,78.8112,0.6766917,4.329663,58,74.98642,0.3897243,3.533726,40,89.6793,0.3258145,5.32021,44,73.73362,0.4310777,4.101092,43,77.04546,0.3784461,4.839634,48,68.6997,0.6942356,3.405654,37,84.04227,0.2769423,4.850651,37
ILMN_2502136,108.7706,0.1453634,7.220069,35,98.67208,0.1503759,5.053022,35,115.1863,0.112782,6.445657,46,95.51997,0.131579,5.720521,45,114.8005,0.0764411,8.428656,41,97.53181,0.1691729,5.314568,41,75.60477,0.2493734,4.25182,43,99.78141,0.1340852,4.626189,45,115.0595,0.08897243,9.388081,34,110.5634,0.1829574,8.535419,38,82.44672,0.2293233,5.738542,38,101.5953,0.197995,6.869724,36,78.15311,0.3233083,5.296295,34,81.7394,0.2756892,5.582023,46,97.51834,0.1215539,5.374398,39,104.6318,0.1002506,4.345243,49
ILMN_2625197,69.89674,0.7744361,3.641734,48,72.75798,0.585213,3.533527,40,70.91005,0.7619048,3.460154,50,60.63464,0.858396,3.119752,54,73.16125,0.5438597,4.19853,47,80.12811,0.3984962,6.055961,38,61.05225,0.7268171,3.280212,34,72.22733,0.5614035,4.487944,26,78.121,0.5338346,5.396887,44,85.82477,0.5,4.826871,33,76.89552,0.3433584,5.529817,29,71.28749,0.7506266,4.711425,37,72.15913,0.4761905,3.794109,50,59.91285,0.9085213,5.196717,36,64.53289,0.8245614,3.220675,45,67.56988,0.6892231,4.385664,45
ILMN_2510943,84.61886,0.4035088,5.198413,33,77.15282,0.4411027,5.569011,33,82.37309,0.4486215,4.700992,40,70.71271,0.5338346,4.472937,39,80.85088,0.358396,4.1263,44,72.06156,0.5989975,5.193036,35,70.23639,0.3884712,5.147636,33,95.94044,0.160401,5.293149,44,91.34206,0.2669173,6.494986,37,104.8106,0.2305764,6.308745,24,66.03568,0.7055138,4.229018,36,83.83047,0.4385965,5.022451,37,77.66423,0.3320802,6.399688,33,68.161,0.6365915,5.07889,32,76.3756,0.4611529,5.734322,37,73.27177,0.5062656,6.1009,28
ILMN_1238094,760.5519,0,41.28317,32,736.7221,0,37.0015,41,700.3589,0,22.07112,46,586.3814,0,30.37081,37,564.6014,0,22.47864,54,684.4395,0,32.61341,47,491.0772,0,18.09809,45,571.6942,0,26.17463,45,791.5486,0,28.14946,50,644.9292,0,36.40501,38,585.3641,0,23.69197,52,778.6417,0,52.27974,41,436.4228,0,13.15845,52,642.2515,0,26.97547,38,518.192,0,18.89268,44,452.6556,0,20.63513,48
ILMN_2988678,285.3376,0,12.28895,37,218.0548,0,10.88871,36,299.868,0,15.76954,34,257.9828,0,11.60972,47,248.521,0,12.44742,47,251.5062,0,13.04157,35,165.8188,0,9.982063,43,245.2224,0,8.886083,49,241.415,0,25.19717,29,297.5616,0,11.73376,35,173.2285,0,11.48747,47,268.8832,0,13.50725,31,211.854,0,16.31309,37,198.4732,0,11.13915,44,216.7497,0,10.17527,38,219.9584,0,12.32498,48
ILMN_1244214,268.0594,0,19.95888,30,228.7023,0,16.81438,33,260.0359,0,16.6404,44,203.1776,0,11.78727,31,269.6532,0,20.78166,39,222.3434,0,12.41,37,164.242,0,8.787527,37,239.9012,0,15.42462,38,264.7509,0,20.04656,35,307.1711,0,24.85647,32,220.9962,0,21.05502,40,283.0555,0,18.69761,44,165.5988,0.001253133,9.792756,43,208.275,0,15.60081,31,200.4012,0,14.04163,40,230.74,0,11.23975,38
ILMN_3162046,158.6842,0.01503759,10.12632,31,120.1733,0.05764411,6.596522,31,125.6977,0.07142857,10.49509,26,87.11521,0.2067669,4.122683,38,122.8204,0.05137845,6.402176,41,127.3717,0.04385965,9.552608,32,95.99141,0.06641604,6.582367,30,95.37744,0.1654135,6.71305,19,93.06017,0.2443609,5.854969,36,138.5146,0.05889724,9.846845,39,107.6009,0.04887218,6.53851,39,125.8944,0.06390978,7.921631,37,120.9549,0.01754386,7.937273,42,95.33512,0.1177945,7.195183,43,102.608,0.09649123,8.286109,29,106.4993,0.0914787,6.309019,38
ILMN_1220593,93.14539,0.2844611,4.750822,47,81.52782,0.3609022,4.999561,43,88.44021,0.3220551,5.409722,49,80.51487,0.3095238,4.129911,47,79.11405,0.3872181,5.247902,32,80.96729,0.3834586,5.438559,36,78.89078,0.1942356,4.688131,48,87.79493,0.2431078,5.200618,44,107.4542,0.1365915,9.004297,34,105.619,0.226817,6.632365,36,85.71584,0.1917293,5.884128,46,100.1572,0.216792,9.009763,33,78.63426,0.3157895,4.010005,44,76.5571,0.4047619,4.421355,38,77.09576,0.4373434,4.522872,44,80.44087,0.3370927,5.426176,33
ILMN_2708906,1330.575,0,30.3565,37,1114.116,0,48.91047,31,1459.934,0,42.83527,37,1073.74,0,36.821,39,1389.695,0,39.77815,50,1191.625,0,33.6398,47,768.0901,0,25.81316,47,1166.818,0,41.57365,39,1362.796,0,39.75579,52,1453.624,0,59.10143,38,840.48,0,23.53203,40,1259.878,0,59.18273,33,976.5095,0,27.30328,39,961.6219,0,44.7626,31,876.1583,0,24.87045,40,1043.166,0,51.18612,37
ILMN_2684909,96.15805,0.2468672,5.482546,45,100.8285,0.1428571,8.002937,39,106.5745,0.1629073,6.681015,42,95.17554,0.1340852,6.900676,42,101.2188,0.1516291,7.294988,41,103.2337,0.1390978,6.748389,40,84.21849,0.1403509,4.772261,37,89.38388,0.226817,7.190859,33,104.7055,0.1478697,7.70805,46,107.4861,0.2117794,6.585625,34,102.7145,0.07017544,8.444386,37,97.41802,0.2468672,7.371059,44,107.7443,0.04761905,8.039393,42,92.30404,0.1453634,6.515047,45,94.90308,0.1453634,5.518118,36,97.37415,0.1428571,6.901579,40
ILMN_3028493,98.04082,0.2280702,6.967051,40,81.67651,0.3558897,3.964619,34,99.59586,0.2042606,7.8547,39,68.17737,0.6177945,4.51335,45,80.25961,0.368421,5.2811,36,86.82298,0.2869674,5.969063,42,80.95485,0.1779449,6.291751,39,69.54884,0.650376,4.564756,38,83.18034,0.4223058,7.971951,31,91.28548,0.3847118,5.920223,46,62.32608,0.8383459,4.570778,37,72.05721,0.7330827,5.803518,23,76.73361,0.3546366,4.92153,33,75.66946,0.4185464,5.342568,37,73.3017,0.5551379,4.655675,40,67.93428,0.679198,4.639124,35
ILMN_2625188,217.9444,0,14.74077,42,208.9371,0,12.17198,34,227.7792,0.001253133,10.03186,41,187.0792,0,11.45411,41,195.4263,0.002506266,11.88984,37,185.104,0.001253133,14.02578,35,155.9818,0.001253133,9.290393,46,185.2809,0.001253133,8.442279,46,198.7841,0.002506266,10.63,41,258.9578,0,16.60799,28,164.3489,0,13.02147,37,230.5853,0,12.86575,31,180.1847,0.001253133,11.18392,42,157.1492,0.002506266,12.82512,36,179.141,0.002506266,8.821259,48,167.6809,0.002506266,10.84149,25
ILMN_2508433,77.03344,0.585213,4.884466,48,67.48103,0.7418546,3.809214,50,67.54935,0.8558897,3.097557,41,71.74983,0.508772,6.745969,32,81.7852,0.3458647,5.139766,53,62.99147,0.877193,4.042469,41,62.89178,0.6353384,4.179044,43,57.81664,0.9674186,2.908804,43,70.86429,0.7656642,5.949272,37,76.62514,0.7443609,5.615842,30,66.13821,0.6992481,5.120933,41,74.71928,0.6528822,3.645354,40,60.45226,0.8834587,4.149983,30,80.61227,0.3007519,6.840268,38,66.25738,0.7794486,4.213015,32,71.79877,0.5626566,4.386146,42
ILMN_1232451,189.3176,0.001253133,10.15609,50,160.4806,0.01002506,8.442392,46,178.7907,0.005012531,9.81129,36,151.6507,0.007518797,5.350702,47,146.1915,0.01503759,6.484367,43,178.1911,0.002506266,5.90868,38,120.6239,0.01378446,6.892627,39,167.4292,0.005012531,7.761173,53,201.6208,0.002506266,12.32186,36,178.8561,0.007518797,8.896257,38,131.6783,0.00877193,10.54098,36,165.5189,0.00877193,7.636068,36,127.4223,0.01378446,9.13865,35,158.4564,0.002506266,8.560493,48,142.1308,0.006265664,5.732599,43,141.9758,0.01503759,6.755179,49
ILMN_2668849,370.6278,0,14.387,37,307.624,0,11.77866,33,408.6095,0,20.51009,37,406.3311,0,18.29855,43,262.6417,0,12.94799,45,312.4853,0,11.01605,41,259.7296,0,10.31079,42,382.6153,0,13.34683,39,430.5482,0,28.33386,40,352.1733,0,16.37102,34,388.2468,0,12.97261,46,348.1284,0,13.63638,42,310.8968,0,16.61787,42,439.3436,0,18.89555,35,318.5674,0,13.28065,40,270.7345,0,13.03265,41
